Detector,Profile,File,Threshold,Score,TP,TN,FP,FN,Total_Count
ewma,reward_low_FN_rate,realTweets/Twitter_volume_AMZN.csv,0.9347021917460236,-0.839980843504831,5,13486,15,1575,15081
ewma,reward_low_FN_rate,realTweets/Twitter_volume_CRM.csv,0.9347021917460236,-0.872253311068174,3,13552,7,1590,15152
ewma,reward_low_FN_rate,realTweets/Twitter_volume_CVS.csv,0.9347021917460236,-0.45962668923750016,5,13547,30,1521,15103
ewma,reward_low_FN_rate,realTweets/Twitter_volume_FB.csv,0.9347021917460236,-1.3694147066658984,6,13471,30,1576,15083
ewma,reward_low_FN_rate,realTweets/Twitter_volume_GOOG.csv,0.9347021917460236,1.2675948619794326,6,13646,14,1426,15092
ewma,reward_low_FN_rate,realTweets/Twitter_volume_IBM.csv,0.9347021917460236,-0.48096151725711034,6,13531,22,1584,15143
ewma,reward_low_FN_rate,realTweets/Twitter_volume_KO.csv,0.9347021917460236,-5.242396665100867,4,13467,47,1583,15101
ewma,reward_low_FN_rate,realTweets/Twitter_volume_PFE.csv,0.9347021917460236,-5.119405786549109,2,13494,26,1586,15108
ewma,reward_low_FN_rate,realTweets/Twitter_volume_UPS.csv,0.9347021917460236,-1.2209417807098806,10,13479,52,1575,15116
Totals,,,,-93.6674922910081,126,298626,721,33369,332842
